"Lng","Lat","tradeTime","activeDays","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
116.388163,39.841127,"2016-08-23",413,106,490,45371,108,3,2,1,1,10,"combination of plate and tower","2006","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",2,56538
116.404579,39.978491,"2016-08-30",419,185,450,69231,65,2,1,1,1,16,"combination of plate and tower","1986","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","Subway",7,72138
116.242531,40.201675,"2016-09-11",431,223,177,18870,93.8,2,1,1,1,6,"plate","2014","Simplicity","steel-concrete composite",0.333,"No elevator","No five years property","No subway",6,45957
116.460123,39.899975,"2016-08-24",412,76,210,50934,41.23,1,1,1,1,6,"plate","1981","other","mixed",0.333,"No elevator","Five years property","Subway",7,65697
116.388606,39.965854,"2016-10-25",474,239,560,119684,46.79,1,1,1,1,15,"combination of plate and tower","2009","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",10,127398
116.244971,40.21774,"2016-07-28",384,32,218,29067,75,1,1,1,1,22,"tower","2010","hardcover","steel-concrete composite",0.286,"Elevator","No five years property","No subway",6,39253
116.312131,39.970749,"2016-08-12",399,34,675,64000,105.47,2,1,1,1,18,"tower","1998","Simplicity","steel-concrete composite",0.25,"Elevator","No five years property","Subway",8,90890
116.38483,40.014138,"2016-08-29",416,24,1840,91013,202.17,3,2,1,3,9,"plate","2007","hardcover","steel-concrete composite",1,"Elevator","Five years property","No subway",7,118404
116.452057,39.941752,"2016-07-29",384,14,1158,51014,227,4,2,1,3,19,"tower","1997","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",7,54914
116.224012,39.763726,"2016-08-17",403,41,280,31275,89.53,3,1,1,1,20,"combination of plate and tower","2012","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",5,38758
116.377737,40.012518,"2016-08-12",395,13,235,51087,46,1,0,1,1,16,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.154,"Elevator","No five years property","Subway",7,62834
116.367137,40.040209,"2016-06-28",350,67,345,46622,74,3,1,1,1,6,"plate","1998","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",8,64588
116.343714,39.996907,"2016-11-04",478,17,1680,74009,227,6,2,1,3,19,"tower","2003","Simplicity","steel-concrete composite",0.222,"Elevator","Five years property","Subway",8,107405
116.478996,39.919079,"2016-08-07",388,38,495,38077,130,3,1,1,2,15,"tower","1998","Simplicity","steel-concrete composite",0.143,"No elevator","Five years property","Subway",7,62683
116.45831,39.923422,"2016-07-23",373,28,315,54152,58.17,1,0,1,1,31,"tower","2008","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",7,75090
116.665923,40.186753,"2016-07-27",377,22,555,32734,169.55,4,2,1,2,11,"plate","2012","other","steel-concrete composite",0.5,"Elevator","No five years property","No subway",13,43947
116.45831,39.923422,"2016-06-23",342,29,301,52440,57.4,1,0,1,1,31,"tower","2008","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",7,75090
116.504911,39.998661,"2016-08-31",411,37,1213.8,30097,403.3,6,3,1,4,23,"tower","2002","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",7,60452
116.462122,39.923796,"2016-08-30",410,22,900,65498,137.41,2,1,1,2,31,"tower","2006","hardcover","steel-concrete composite",0.75,"Elevator","Five years property","Subway",7,103114
116.24369,40.221606,"2016-07-31",380,16,237.6,22416,106,2,1,1,1,6,"plate","1993","other","brick and concrete",0.5,"No elevator","Five years property","Subway",6,42567
116.476687,39.988644,"2016-08-14",392,108,213,47334,45,1,1,1,1,6,"plate","1993","hardcover","mixed",0.333,"No elevator","No five years property","No subway",7,67436
116.512916,39.864254,"2016-07-14",362,392,163,29637,55,1,1,1,1,13,"combination of plate and tower","2007","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","No subway",7,46072
116.550348,39.755625,"2016-07-24",370,39,440,18360,239.66,4,2,1,4,4,"plate","2006","rough","steel-concrete composite",1,"No elevator","No five years property","No subway",3,33518
116.48837,39.929525,"2016-08-24",401,112,276,46000,60,2,0,1,1,6,"plate","1979","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,61239
116.134792,39.743391,"2016-06-29",344,24,118,17788,66.34,1,1,1,1,10,"plate","2000","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","No subway",5,28671
116.448302,39.960966,"2016-09-26",431,36,312,26497,117.75,2,1,1,1,25,"tower","2008","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","No subway",7,34966
116.384462,39.907534,"2016-07-31",373,12,1220,74976,162.72,3,2,1,2,11,"combination of plate and tower","1999","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",10,70502
116.254035,40.205429,"2016-07-29",371,5,170,24638,69,1,1,1,1,21,"combination of plate and tower","2010","other","steel-concrete composite",0.5,"Elevator","No five years property","No subway",6,42231
116.467922,39.993105,"2016-07-21",360,88,387,46017,84.1,3,1,1,1,18,"tower","1995","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,59262
116.223565,39.76392,"2016-08-29",398,104,261,33110,78.83,2,1,1,1,20,"combination of plate and tower","2012","rough","steel-concrete composite",0.5,"Elevator","No five years property","Subway",5,39756
116.233676,40.231785,"2016-08-05",374,108,110,25987,42.33,1,1,1,1,5,"plate","2003","Simplicity","steel-concrete composite",0.02,"No elevator","Five years property","Subway",6,41537
116.414421,40.053513,"2016-07-27",365,35,112.6,32172,35,1,0,1,1,20,"combination of plate and tower","2007","Simplicity","steel-concrete composite",0.286,"Elevator","No five years property","No subway",7,34875
116.429293,39.872461,"2016-10-24",453,96,120,34823,34.46,1,0,1,1,23,"tower","2005","hardcover","steel-concrete composite",0.12,"Elevator","No five years property","Subway",2,61390
116.305298,39.979471,"2016-09-26",425,62,1700,85587,198.63,4,2,1,2,6,"plate","2000","hardcover","mixed",0.5,"Elevator","No five years property","Subway",8,127805
116.188935,40.054103,"2016-06-30",336,10,165,27500,60,1,1,1,1,10,"tower","2012","Simplicity","steel-concrete composite",0.1,"Elevator","No five years property","No subway",8,56762
116.421713,39.971435,"2016-07-31",367,273,244,59195,41.22,1,1,1,1,20,"tower","1997","hardcover","steel-concrete composite",0.222,"Elevator","Five years property","Subway",7,78727
116.305898,39.926084,"2016-07-30",366,233,710,65741,108,2,2,1,1,17,"combination of plate and tower","2008","hardcover","steel-concrete composite",0.667,"Elevator","No five years property","Subway",8,104613
116.382855,39.899213,"2016-07-07",342,44,1585,100045,158.43,3,2,1,2,18,"plate","2004","hardcover","steel-concrete composite",1,"Elevator","Five years property","Subway",10,125030
116.471215,39.903238,"2016-09-19",415,118,355,49693,71.44,2,1,1,1,16,"tower","1986","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,70022
116.259318,40.217911,"2016-09-18",412,46,365,19797,184.38,3,2,1,2,6,"plate","2001","other","brick and concrete",0.5,"No elevator","No five years property","No subway",6,36436
116.440728,39.963453,"2016-07-31",362,31,600,58732,102.16,1,1,1,1,21,"tower","2001","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,69767
116.322609,40.089206,"2016-06-23",324,79,323.9,25315,127.95,3,2,1,2,6,"plate","2008","rough","mixed",0.5,"No elevator","Five years property","No subway",6,40386
116.254113,40.220461,"2016-11-13",465,41,288,32360,89,2,1,1,1,6,"plate","1998","Simplicity","brick and concrete",0.5,"No elevator","Five years property","No subway",6,37478
116.534997,39.928559,"2016-08-05",364,131,450,36338,123.84,3,1,1,2,24,"tower","2003","hardcover","steel-concrete composite",0.222,"Elevator","No five years property","Subway",7,47463
116.44439,40.093691,"2016-09-20",409,2,280,24138,116,3,1,1,1,6,"plate","1999","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",6,34628
116.269851,39.897262,"2016-09-12",401,226,216,30924,69.85,2,1,1,1,6,"plate","1994","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",2,47734
116.461498,39.954426,"2016-09-24",413,28,1200,54363,220.74,2,2,1,2,29,"tower","2008","hardcover","steel-concrete composite",1,"Elevator","No five years property","Subway",7,66771
116.338639,40.079333,"2016-07-26",353,60,368,25912,142.02,3,2,1,1,6,"plate","2003","hardcover","brick and concrete",0.5,"No elevator","Five years property","Subway",6,40638
116.432151,39.905567,"2017-01-11",520,181,1100,57046,192.83,3,2,1,2,16,"combination of plate and tower","1999","Simplicity","steel-concrete composite",1,"Elevator","Five years property","Subway",1,78508
116.117724,39.941152,"2016-08-01",357,51,320.5,27511,116.5,3,1,1,2,14,"combination of plate and tower","2006","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","No subway",12,39492
116.246651,40.219539,"2016-07-17",341,3,98,26134,37.5,1,0,0,1,10,"tower","2007","other","steel-concrete composite",0.042,"No elevator","No five years property","No subway",6,36705
116.475046,39.88209,"2016-09-12",398,569,227,33937,66.89,2,1,1,1,4,"plate","1965","hardcover","brick and concrete",0.333,"No elevator","Five years property","Subway",7,57814
116.37785,39.842419,"2016-08-16",370,193,298.8,35572,84,2,1,1,1,21,"tower","2009","other","steel-concrete composite",0.154,"Elevator","No five years property","Subway",2,38915
116.37785,39.842419,"2016-08-17",371,239,108,30858,35,1,0,0,1,21,"tower","2009","hardcover","steel-concrete composite",0.154,"Elevator","Five years property","Subway",2,38915
116.559953,40.117154,"2017-03-05",571,51,150,30688,48.88,1,0,0,1,7,"combination of plate and tower","2013","hardcover","steel-concrete composite",0.13,"Elevator","No five years property","Subway",13,54715
116.343992,40.078436,"2016-08-14",367,119,136,26667,51,1,0,1,1,19,"tower","2011","Simplicity","steel-concrete composite",0.235,"Elevator","No five years property","Subway",6,54156
116.555729,40.162058,"2016-06-26",317,15,421,48325,87.12,5,2,1,3,6,"plate","2009","hardcover","brick and concrete",0.5,"No elevator","No five years property","No subway",13,44235
116.254035,40.205429,"2016-07-01",322,37,174,25211,69.02,1,1,1,1,21,"combination of plate and tower","2010","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",6,42231
116.603852,39.893276,"2016-08-12",363,264,314,40780,77,2,1,1,1,6,"plate","2008","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",7,48859
116.247907,39.839983,"2016-09-17",397,138,344,37457,91.84,2,1,1,1,22,"combination of plate and tower","2007","Simplicity","steel-concrete composite",0.4,"Elevator","No five years property","No subway",2,39342
116.385869,39.772399,"2016-06-26",313,97,136,24728,55,1,1,1,1,6,"plate","2001","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",4,35885
116.461138,39.955386,"2016-08-04",352,90,550,64706,85,1,1,1,1,16,"tower","2009","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,93200
116.481447,39.937145,"2017-01-15",515,106,890,54269,164,3,2,1,2,22,"tower","2002","hardcover","steel-concrete composite",0.273,"Elevator","No five years property","Subway",7,66938
116.45339,39.942672,"2016-08-01",348,32,999,55556,179.82,3,2,1,2,19,"tower","1999","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",7,68537
116.508181,39.807662,"2016-07-30",344,73,66,20000,33,1,0,1,1,21,"tower","2008","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",3,28609
116.468749,39.874429,"2016-09-04",380,53,780,33431,233.32,3,2,1,3,33,"tower","2001","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,50982
116.250886,40.225155,"2016-08-07",352,19,283,20963,135,4,1,1,1,6,"plate","1996","hardcover","mixed",0.5,"No elevator","No five years property","Subway",6,38208
116.387037,39.95917,"2017-01-07",505,233,644,126250,51.01,1,1,1,1,6,"plate","2003","Simplicity","steel-concrete composite",0.333,"No elevator","No five years property","Subway",10,119449
116.250886,40.225155,"2016-08-28",373,12,105,30774,34.12,1,0,1,1,7,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.057,"Elevator","No five years property","Subway",6,38208
116.559953,40.117154,"2016-09-29",405,0,109.8,22875,48,1,0,0,1,7,"combination of plate and tower","2013","hardcover","steel-concrete composite",0.143,"Elevator","No five years property","Subway",13,54715
116.560906,39.879298,"2016-08-07",351,64,450,26655,168.83,4,2,1,3,6,"plate","2000","hardcover","mixed",0.5,"No elevator","Five years property","No subway",7,40471
116.481662,39.878749,"2016-07-17",329,121,230,37954,60.6,2,1,1,1,6,"plate","1995","Simplicity","brick and concrete",0.167,"No elevator","No five years property","Subway",7,59416
116.493317,39.929564,"2016-07-13",325,30,266,45032,59.07,2,1,1,1,7,"plate","1988","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",7,58820
116.689244,39.873245,"2016-08-20",363,60,544.8,39294,138.65,3,2,1,2,8,"plate","2007","Simplicity","steel-concrete composite",0.5,"Elevator","Five years property","Subway",11,49350
116.440513,39.893796,"2016-08-23",366,156,447,78216,57.15,3,1,1,1,6,"plate","1985","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",1,85092
116.254035,40.205429,"2016-07-27",338,21,375,26545,141.27,3,2,1,2,15,"combination of plate and tower","2011","hardcover","steel-concrete composite",1,"Elevator","No five years property","No subway",6,42231
116.501958,39.882586,"2016-07-20",332,49,200,36246,55.18,1,1,1,1,12,"plate","2004","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,59213
116.308482,39.943704,"2016-08-26",369,73,649,63628,102,3,1,1,1,18,"tower","Î´Öª","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","No subway",8,76783
116.383928,40.00438,"2016-10-08",410,60,2250,86247,260.88,4,2,2,3,13,"combination of plate and tower","2010","hardcover","steel-concrete composite",1,"Elevator","No five years property","Subway",7,115414
116.422479,40.06389,"2016-08-29",370,55,175,31600,55.38,1,0,0,1,30,"tower","2004","Simplicity","steel-concrete composite",0.2,"Elevator","No five years property","Subway",6,43211
116.47136,40.012307,"2016-08-21",363,47,463,97597,47.44,1,1,1,1,28,"plate","2012","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",7,106627
116.422295,40.133927,"2016-07-07",317,93,187.5,21500,87.21,2,1,1,1,6,"plate","1999","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,31485
116.425063,40.044097,"2016-08-24",364,47,293,50518,58,3,1,1,2,13,"combination of plate and tower","2011","hardcover","steel-concrete composite",0.167,"Elevator","No five years property","Subway",7,52870
116.349509,39.872813,"2016-07-07",315,73,295,49167,60,1,1,1,1,30,"tower","2007","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","No subway",2,61773
116.338433,40.051503,"2016-07-26",334,61,448,34199,131,4,2,1,2,7,"plate","2000","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",8,59533
116.182548,39.778533,"2016-08-02",341,60,333,21211,157,3,2,1,2,14,"combination of plate and tower","2009","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",5,32460
116.384103,39.972885,"2016-08-25",363,81,535,101519,52.7,1,1,1,1,13,"combination of plate and tower","1993","hardcover","mixed",0.167,"Elevator","Five years property","No subway",10,129541
116.22946,40.228274,"2016-08-23",361,19,263,21647,121.5,3,2,1,2,6,"plate","2004","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,34346
